source,raw_text
中华人民共和国二〇一三年县级以上行政区划变更情况,四、云南省撤销弥勒县设立县级弥勒市
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销弥勒县，设立县级弥勒市，以原弥勒县的行政区域为弥勒市的行政区域。弥勒市人民政府驻弥阳镇髯翁西路136号。弥勒市由红河哈尼族彝族自治州管辖。
中华人民共和国二〇一三年县级以上行政区划变更情况,设立广安市前锋区。将广安市广安区的奎阁街道，前锋、代市、观塘、护安、广兴、观阁、桂兴7个镇，光辉、龙滩、小井、新桥、虎城5个乡划归前锋区管辖。以奎阁街道，前锋、代市、观塘、护安、广兴、观阁、桂兴7个镇，光辉、龙滩、小井、新桥、虎城5个乡的行政区域为前锋区的行政区域。前锋区人民政府驻前锋镇广前大道42号。
中华人民共和国二〇一三年县级以上行政区划变更情况,六、青海省撤销海东地区设立地级海东市
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销海东地区和乐都县，设立地级海东市。海东市人民政府驻新设立的乐都区海东大道10号。
中华人民共和国二〇一三年县级以上行政区划变更情况,海东市设立乐都区，以原乐都县的行政区域为乐都区的行政区域。乐都区人民政府驻碾伯镇古城大街50号。
中华人民共和国二〇一三年县级以上行政区划变更情况,海东市辖平安县、民和回族土族自治县、互助土族自治县、化隆回族自治县、循化撒拉族自治县和新设立的乐都区。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销南京市秦淮区、白下区，设立新的南京市秦淮区，以原秦淮区、白下区的行政区域为新的秦淮区的行政区域。秦淮区人民政府驻五老村街道太平南路69号。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销南京市鼓楼区、下关区，设立新的南京市鼓楼区，以原鼓楼区、下关区的行政区域为新的鼓楼区的行政区域。鼓楼区人民政府驻宁海路街道山西路124号。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销溧水县，设立南京市溧水区，以原溧水县的行政区域为溧水区的行政区域。溧水区人民政府驻永阳镇大东门街68号。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销高淳县，设立南京市高淳区，以原高淳县的行政区域为高淳区的行政区域。高淳区人民政府驻淳溪镇镇兴路228号。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销梧州市蝶山区、万秀区，设立新的梧州市万秀区。以原蝶山区和万秀区（不含旺甫镇）的行政区域为新的万秀区的行政区域。万秀区人民政府驻城南街道阜民路18号。
中华人民共和国二〇一三年县级以上行政区划变更情况,设立梧州市龙圩区。以苍梧县的龙圩镇、新地镇、广平镇、大坡镇的行政区域为龙圩区的行政区域。龙圩区人民政府驻龙圩镇政贤路18号。
中华人民共和国二〇一三年县级以上行政区划变更情况,将原万秀区的旺甫镇划归苍梧县管辖。苍梧县辖石桥镇、岭脚镇、京南镇、狮寨镇、六堡镇、木双镇、梨埠镇、沙头镇、旺甫镇。苍梧县人民政府驻地由龙圩镇政贤路18号迁至石桥镇东安街1号。
中华人民共和国二〇一三年县级以上行政区划变更情况,十一、四川省广元市元坝区更名为昭化区
中华人民共和国二〇一三年县级以上行政区划变更情况,广元市元坝区更名为昭化区。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销达县，设立达州市达川区。以原达县（不含碑庙镇、江陵镇、北山乡、安云乡、梓桐乡、金石乡、青宁乡、龙滩乡、檬双乡）的行政区域为达川区的行政区域。达川区人民政府驻南外镇通达东路288号。
中华人民共和国二〇一三年县级以上行政区划变更情况,将原达县的碑庙镇、江陵镇、北山乡、安云乡、梓桐乡、金石乡、青宁乡、龙滩乡、檬双乡划归达州市通川区管辖。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销潮安县，设立潮州市潮安区。以原潮安县（不含磷溪镇、官塘镇、铁铺镇）的行政区域为潮安区的行政区域。潮安区人民政府驻庵埠镇潮安大道68号。
中华人民共和国二〇一三年县级以上行政区划变更情况,将原潮安县的磷溪镇、官塘镇、铁铺镇划归潮州市湘桥区管辖。
中华人民共和国二〇一三年县级以上行政区划变更情况,设立玉林市福绵区，将玉林市玉州区的福绵镇、成均镇、樟木镇、新桥镇、沙田镇、石和镇划归福绵区管辖，以福绵镇、成均镇、樟木镇、新桥镇、沙田镇、石和镇的行政区域为福绵区行政区域。福绵区人民政府驻福绵镇天河路1号。
中华人民共和国二〇一三年县级以上行政区划变更情况,十五、青海省撤销玉树县设立县级玉树市
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销玉树县，设立县级玉树市，以原玉树县的行政区域为玉树市的行政区域。玉树市人民政府驻结古镇结古大道199号。玉树市由玉树藏族自治州管辖。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销绍兴县，设立绍兴市柯桥区，以原绍兴县（不含孙端镇、陶堰镇、富盛镇）的行政区域为柯桥区的行政区域，柯桥区人民政府驻柯桥街道群贤路1661号。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销县级上虞市，设立绍兴市上虞区，以原上虞市的行政区域为上虞区的行政区域，上虞区人民政府驻百官街道市民大道987号。
中华人民共和国二〇一三年县级以上行政区划变更情况,将原绍兴县的孙端镇、陶堰镇、富盛镇划归绍兴市越城区管辖。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销梅县，设立梅州市梅县区，以原梅县的行政区域为梅县区的行政区域。梅县区人民政府驻程江镇宪梓南路13号。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销县级南康市，设立赣州市南康区，以原南康市（不含潭东镇、潭口镇）的行政区域为南康区的行政区域。南康区人民政府驻蓉江街道金赣大道1号。
中华人民共和国二〇一三年县级以上行政区划变更情况,将原县级南康市的潭东镇、潭口镇划归赣州市章贡区管辖。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销济宁市市中区、任城区，设立新的任城区，以原市中区、任城区的行政区域为新设任城区的行政区域。任城区人民政府驻阜桥街道太白中路4号。
中华人民共和国二〇一三年县级以上行政区划变更情况,撤销兖州市，设立济宁市兖州区，以原兖州市的行政区域为兖州区的行政区域。兖州区人民政府驻龙桥街道九州中路99号。
中华人民共和国二〇一二年县级以上行政区划变更情况,首页组织机构新闻中心信息公开交流互动政务服务民政数据民政文化部领导主要职责机构设置时政要闻民政要闻通知公告业务动态地方动态媒体报道专题报道新闻发布会政策政府信息公开指南政府信息公开制度法定主动公开内容政府信息公开年报民政部文告转隶部门相关文件留言咨询留言查询留言统计征求意见网上信访社会组织投诉举报民政政务服务平台行政审批便民指南查询服务统计数据法规制度及统计标准走近民政部最美基层民政人业务与文化视频专区首页组织机构部领导主要职责机构设置新闻中心时政要闻民政要闻通知公告业务动态地方动态媒体报道专题报道新闻发布会信息公开政策政府信息公开指南政府信息公开制度法定主动公开内容政府信息公开年报民政部文告转隶部门相关文件交流互动留言咨询留言查询留言统计民政部网上信访社会组织投诉举报征求意见政务服务民政政务服务平台行政审批便民指南查询服务民政数据统计数据法规制度及统计标准民政文化走近民政部最美基层民政人业务与文化视频专区     当前位置：首页 > 政务服务 > 查询服务 > 全国行政区划信息查询平台 > 县级以上行政区划变更情况  中华人民共和国二〇一二年县级以上行政区划变更情况一、海南省设立地级三沙市国务院于近日批准，撤销海南省西沙群岛、南沙群岛、中沙群岛办事处，设立地级三沙市，管辖西沙群岛、中沙群岛、南沙群岛的岛礁及其海域。三沙市人民政府驻西沙永兴岛。二、河北省唐山市部分行政区划调整撤销唐海县，设立唐山市曹妃甸区，将唐山市丰南区滨海镇划归曹妃甸区管辖。以原唐海县和丰南区滨海镇的行政区域为曹妃甸区的行政区域。曹妃甸区人民政府驻唐海镇垦丰大街23号。三、江苏省苏州市部分行政区划调整撤销苏州市沧浪区、平江区、金阊区，设立苏州市姑苏区，以原沧浪区、平江区、金阊区的行政区域为姑苏区的行政区域。姑苏区人民政府驻苏锦街道平川路510号。撤销县级吴江市，设立苏州市吴江区，以原县级吴江市的行政区域为吴江区的行政区域。吴江区人民政府驻滨湖街道人民路1000号。四、安徽省马鞍山市部分行政区划调整撤销马鞍山市金家庄区和花山区，设立新的花山区，以原金家庄区和花山区的行政区域为新的花山区的行政区域。花山区人民政府驻霍里街道秀山大道166号。设立马鞍山市博望区。将当涂县的博望镇、丹阳镇、新市镇划归博望区管辖，以博望镇、丹阳镇、新市镇的行政区域为博望区的行政区域。博望区人民政府驻博望镇工贸路1号。五、四川省雅安市部分行政区划调整撤销名山县，设立雅安市名山区，以原名山县的行政区域为名山区的行政区域。名山区人民政府驻蒙阳镇茶都大道481号。六、广东省广州市部分行政区划调整将广州市番禺区的东涌镇、大岗镇、榄核镇划归广州市南沙区管辖。七、山东省青岛市部分行政区划调整撤销青岛市市北区、四方区，设立新的青岛市市北区，以原市北区、四方区的行政区域为新的市北区的行政区域。市北区人民政府驻敦化路街道延吉路80号。撤销青岛市黄岛区、县级胶南市，设立新的青岛市黄岛区，以原青岛市黄岛区、县级胶南市的行政区域为新的黄岛区的行政区域。黄岛区人民政府驻隐珠街道深圳路181号。八、贵州省贵阳市部分行政区划调整撤销贵阳市花溪区、小河区，设立新的贵阳市花溪区，以原花溪区、小河区的行政区域为新的花溪区的行政区域。花溪区人民政府驻贵筑街道明珠大道192号。设立贵阳市观山湖区，将贵阳市乌当区的金阳街道、金华镇、朱昌镇和清镇市的百花湖乡划归观山湖区管辖，以金阳街道、金华镇、朱昌镇、百花湖乡的行政区域为观山湖区的行政区域。观山湖区人民政府驻金阳街道北京西路8号。九、西藏自治区设立双湖县设立双湖县，将尼玛县的措折罗玛镇、协德乡、雅曲乡、嘎措乡、措折强玛乡、多玛乡、巴岭乡划归双湖县管辖，以措折罗玛镇、协德乡、雅曲乡、嘎措乡、措折强玛乡、多玛乡、巴岭乡的行政区域为双湖县的行政区域。双湖县人民政府驻多玛乡索嘎南路9号。双湖县由那曲地区管辖。十、广东省清远市部分行政区划调整撤销清新县，设立清远市清新区，以原清新县的行政区域为清新区的行政区域。清新区人民政府驻太和镇府前路3号。十一、新疆维吾尔自治区设立县级阿拉山口市设立县级阿拉山口市，管辖艾比湖街道、阿拉套街道，市人民政府驻阿拉套街道天山西街8号。阿拉山口市由博尔塔拉蒙古自治州管辖。十二、新疆维吾尔自治区设立县级铁门关市设立县级铁门关市。铁门关市人民政府驻兴疆路1号。铁门关市由新疆维吾尔自治区直辖，管理方式按有关文件规定执行。十三、广东省揭阳市部分行政区划调整撤销揭东县，设立揭阳市揭东区，将揭阳市榕城区的磐东街道划归揭东区管辖，以原揭东县（不含地都镇、砲台镇、登岗镇）和榕城区磐东街道的行政区域为揭东区的行政区域。揭东区人民政府驻曲溪街道金溪大道南侧1号。将原揭东县的地都镇、砲台镇、登岗镇划归榕城区管辖。十四、江苏省泰州市部分行政区划调整撤销县级姜堰市，设立泰州市姜堰区，以原县级姜堰市的行政区域为姜堰区的行政区域。姜堰区人民政府驻姜堰镇上海路1号。为了保证网站的正常显示，建议您使用Chrome或者Firefox浏览器。意见或建议请发至邮箱：mzbxzqh@163.com中国政府网国务院部门网站外交部国防部国家发展和改革委员会教育部科学技术部工业和信息化部国家民族事务委员会公安部民政部司法部人力资源和社会保障部生态环境部自然资源部住房和城乡建设部交通运输部水利部农业农村部商务部文化和旅游部国家卫生健康委员会退役军人事务部应急管理部中国人民银行审计署国有资产监督管理委员会海关总署国家税务总局国家市场监督管理总局国家广播电视总局国家体育总局国家统计局国家国际发展合作署国家医疗保障局国务院参事室国家机关事务管理局国务院研究室国务院港澳事务办公室中国科学院中国社会科学院中国工程院国务院发展研究中心中国气象局中国银行保险监督管理委员会中国证券监督管理委员会国家信访局国家粮食和物资储备局国家能源局国家国防科技工业局国家烟草专卖局国家移民管理局国家林业和草原局国家铁路局中国民航局国家邮政局国家文物局国家中医药管理局国家矿山安全监察局国家外汇管理局国家药品监督管理局国家知识产权局直属单位网站北京社会管理职业学院（民政部培训中心）民政部政策研究中心中国社会报社中国社会出版社中国福利彩票发行管理中心民政部地名研究所中国儿童福利和收养中心民政部信息中心国家康复辅具研究中心民政部一零一研究所海峡两岸婚姻家庭服务网民政部低收入家庭认定指导中心地方民政网站北京民政天津民政河北民政山西民政内蒙古民政辽宁民政吉林民政黑龙江民政上海民政江苏民政浙江民政安徽民政福建民政江西民政山东民政河南民政湖北民政湖南民政广东民政广西民政海南民政重庆民政四川民政贵州民政云南民政西藏民政陕西民政甘肃民政宁夏民政新疆民政媒体人民网新华社光明日报中国经济网中国日报中央人民广播电视台中国青年网国际在线光明网央视网中国网联系我们网站地图版权所有：中华人民共和国民政部网站标识码：bm12000003ICP备案编号：京ICP备13012430号京公网安备11040102700079号民政系统政务新媒体矩阵版权所有：中华人民共和国民政部
中华人民共和国二〇一二年县级以上行政区划变更情况,中华人民共和国二〇一二年县级以上行政区划变更情况一、海南省设立地级三沙市国务院于近日批准，撤销海南省西沙群岛、南沙群岛、中沙群岛办事处，设立地级三沙市，管辖西沙群岛、中沙群岛、南沙群岛的岛礁及其海域。三沙市人民政府驻西沙永兴岛。二、河北省唐山市部分行政区划调整撤销唐海县，设立唐山市曹妃甸区，将唐山市丰南区滨海镇划归曹妃甸区管辖。以原唐海县和丰南区滨海镇的行政区域为曹妃甸区的行政区域。曹妃甸区人民政府驻唐海镇垦丰大街23号。三、江苏省苏州市部分行政区划调整撤销苏州市沧浪区、平江区、金阊区，设立苏州市姑苏区，以原沧浪区、平江区、金阊区的行政区域为姑苏区的行政区域。姑苏区人民政府驻苏锦街道平川路510号。撤销县级吴江市，设立苏州市吴江区，以原县级吴江市的行政区域为吴江区的行政区域。吴江区人民政府驻滨湖街道人民路1000号。四、安徽省马鞍山市部分行政区划调整撤销马鞍山市金家庄区和花山区，设立新的花山区，以原金家庄区和花山区的行政区域为新的花山区的行政区域。花山区人民政府驻霍里街道秀山大道166号。设立马鞍山市博望区。将当涂县的博望镇、丹阳镇、新市镇划归博望区管辖，以博望镇、丹阳镇、新市镇的行政区域为博望区的行政区域。博望区人民政府驻博望镇工贸路1号。五、四川省雅安市部分行政区划调整撤销名山县，设立雅安市名山区，以原名山县的行政区域为名山区的行政区域。名山区人民政府驻蒙阳镇茶都大道481号。六、广东省广州市部分行政区划调整将广州市番禺区的东涌镇、大岗镇、榄核镇划归广州市南沙区管辖。七、山东省青岛市部分行政区划调整撤销青岛市市北区、四方区，设立新的青岛市市北区，以原市北区、四方区的行政区域为新的市北区的行政区域。市北区人民政府驻敦化路街道延吉路80号。撤销青岛市黄岛区、县级胶南市，设立新的青岛市黄岛区，以原青岛市黄岛区、县级胶南市的行政区域为新的黄岛区的行政区域。黄岛区人民政府驻隐珠街道深圳路181号。八、贵州省贵阳市部分行政区划调整撤销贵阳市花溪区、小河区，设立新的贵阳市花溪区，以原花溪区、小河区的行政区域为新的花溪区的行政区域。花溪区人民政府驻贵筑街道明珠大道192号。设立贵阳市观山湖区，将贵阳市乌当区的金阳街道、金华镇、朱昌镇和清镇市的百花湖乡划归观山湖区管辖，以金阳街道、金华镇、朱昌镇、百花湖乡的行政区域为观山湖区的行政区域。观山湖区人民政府驻金阳街道北京西路8号。九、西藏自治区设立双湖县设立双湖县，将尼玛县的措折罗玛镇、协德乡、雅曲乡、嘎措乡、措折强玛乡、多玛乡、巴岭乡划归双湖县管辖，以措折罗玛镇、协德乡、雅曲乡、嘎措乡、措折强玛乡、多玛乡、巴岭乡的行政区域为双湖县的行政区域。双湖县人民政府驻多玛乡索嘎南路9号。双湖县由那曲地区管辖。十、广东省清远市部分行政区划调整撤销清新县，设立清远市清新区，以原清新县的行政区域为清新区的行政区域。清新区人民政府驻太和镇府前路3号。十一、新疆维吾尔自治区设立县级阿拉山口市设立县级阿拉山口市，管辖艾比湖街道、阿拉套街道，市人民政府驻阿拉套街道天山西街8号。阿拉山口市由博尔塔拉蒙古自治州管辖。十二、新疆维吾尔自治区设立县级铁门关市设立县级铁门关市。铁门关市人民政府驻兴疆路1号。铁门关市由新疆维吾尔自治区直辖，管理方式按有关文件规定执行。十三、广东省揭阳市部分行政区划调整撤销揭东县，设立揭阳市揭东区，将揭阳市榕城区的磐东街道划归揭东区管辖，以原揭东县（不含地都镇、砲台镇、登岗镇）和榕城区磐东街道的行政区域为揭东区的行政区域。揭东区人民政府驻曲溪街道金溪大道南侧1号。将原揭东县的地都镇、砲台镇、登岗镇划归榕城区管辖。十四、江苏省泰州市部分行政区划调整撤销县级姜堰市，设立泰州市姜堰区，以原县级姜堰市的行政区域为姜堰区的行政区域。姜堰区人民政府驻姜堰镇上海路1号。
中华人民共和国二〇一二年县级以上行政区划变更情况,一、海南省设立地级三沙市国务院于近日批准，撤销海南省西沙群岛、南沙群岛、中沙群岛办事处，设立地级三沙市，管辖西沙群岛、中沙群岛、南沙群岛的岛礁及其海域。三沙市人民政府驻西沙永兴岛。二、河北省唐山市部分行政区划调整撤销唐海县，设立唐山市曹妃甸区，将唐山市丰南区滨海镇划归曹妃甸区管辖。以原唐海县和丰南区滨海镇的行政区域为曹妃甸区的行政区域。曹妃甸区人民政府驻唐海镇垦丰大街23号。三、江苏省苏州市部分行政区划调整撤销苏州市沧浪区、平江区、金阊区，设立苏州市姑苏区，以原沧浪区、平江区、金阊区的行政区域为姑苏区的行政区域。姑苏区人民政府驻苏锦街道平川路510号。撤销县级吴江市，设立苏州市吴江区，以原县级吴江市的行政区域为吴江区的行政区域。吴江区人民政府驻滨湖街道人民路1000号。四、安徽省马鞍山市部分行政区划调整撤销马鞍山市金家庄区和花山区，设立新的花山区，以原金家庄区和花山区的行政区域为新的花山区的行政区域。花山区人民政府驻霍里街道秀山大道166号。设立马鞍山市博望区。将当涂县的博望镇、丹阳镇、新市镇划归博望区管辖，以博望镇、丹阳镇、新市镇的行政区域为博望区的行政区域。博望区人民政府驻博望镇工贸路1号。五、四川省雅安市部分行政区划调整撤销名山县，设立雅安市名山区，以原名山县的行政区域为名山区的行政区域。名山区人民政府驻蒙阳镇茶都大道481号。六、广东省广州市部分行政区划调整将广州市番禺区的东涌镇、大岗镇、榄核镇划归广州市南沙区管辖。七、山东省青岛市部分行政区划调整撤销青岛市市北区、四方区，设立新的青岛市市北区，以原市北区、四方区的行政区域为新的市北区的行政区域。市北区人民政府驻敦化路街道延吉路80号。撤销青岛市黄岛区、县级胶南市，设立新的青岛市黄岛区，以原青岛市黄岛区、县级胶南市的行政区域为新的黄岛区的行政区域。黄岛区人民政府驻隐珠街道深圳路181号。八、贵州省贵阳市部分行政区划调整撤销贵阳市花溪区、小河区，设立新的贵阳市花溪区，以原花溪区、小河区的行政区域为新的花溪区的行政区域。花溪区人民政府驻贵筑街道明珠大道192号。设立贵阳市观山湖区，将贵阳市乌当区的金阳街道、金华镇、朱昌镇和清镇市的百花湖乡划归观山湖区管辖，以金阳街道、金华镇、朱昌镇、百花湖乡的行政区域为观山湖区的行政区域。观山湖区人民政府驻金阳街道北京西路8号。九、西藏自治区设立双湖县设立双湖县，将尼玛县的措折罗玛镇、协德乡、雅曲乡、嘎措乡、措折强玛乡、多玛乡、巴岭乡划归双湖县管辖，以措折罗玛镇、协德乡、雅曲乡、嘎措乡、措折强玛乡、多玛乡、巴岭乡的行政区域为双湖县的行政区域。双湖县人民政府驻多玛乡索嘎南路9号。双湖县由那曲地区管辖。十、广东省清远市部分行政区划调整撤销清新县，设立清远市清新区，以原清新县的行政区域为清新区的行政区域。清新区人民政府驻太和镇府前路3号。十一、新疆维吾尔自治区设立县级阿拉山口市设立县级阿拉山口市，管辖艾比湖街道、阿拉套街道，市人民政府驻阿拉套街道天山西街8号。阿拉山口市由博尔塔拉蒙古自治州管辖。十二、新疆维吾尔自治区设立县级铁门关市设立县级铁门关市。铁门关市人民政府驻兴疆路1号。铁门关市由新疆维吾尔自治区直辖，管理方式按有关文件规定执行。十三、广东省揭阳市部分行政区划调整撤销揭东县，设立揭阳市揭东区，将揭阳市榕城区的磐东街道划归揭东区管辖，以原揭东县（不含地都镇、砲台镇、登岗镇）和榕城区磐东街道的行政区域为揭东区的行政区域。揭东区人民政府驻曲溪街道金溪大道南侧1号。将原揭东县的地都镇、砲台镇、登岗镇划归榕城区管辖。十四、江苏省泰州市部分行政区划调整撤销县级姜堰市，设立泰州市姜堰区，以原县级姜堰市的行政区域为姜堰区的行政区域。姜堰区人民政府驻姜堰镇上海路1号。
中华人民共和国二〇一二年县级以上行政区划变更情况,一、海南省设立地级三沙市
中华人民共和国二〇一二年县级以上行政区划变更情况,国务院于近日批准，撤销海南省西沙群岛、南沙群岛、中沙群岛办事处，设立地级三沙市，管辖西沙群岛、中沙群岛、南沙群岛的岛礁及其海域。三沙市人民政府驻西沙永兴岛。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销唐海县，设立唐山市曹妃甸区，将唐山市丰南区滨海镇划归曹妃甸区管辖。以原唐海县和丰南区滨海镇的行政区域为曹妃甸区的行政区域。曹妃甸区人民政府驻唐海镇垦丰大街23号。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销苏州市沧浪区、平江区、金阊区，设立苏州市姑苏区，以原沧浪区、平江区、金阊区的行政区域为姑苏区的行政区域。姑苏区人民政府驻苏锦街道平川路510号。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销县级吴江市，设立苏州市吴江区，以原县级吴江市的行政区域为吴江区的行政区域。吴江区人民政府驻滨湖街道人民路1000号。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销马鞍山市金家庄区和花山区，设立新的花山区，以原金家庄区和花山区的行政区域为新的花山区的行政区域。花山区人民政府驻霍里街道秀山大道166号。
中华人民共和国二〇一二年县级以上行政区划变更情况,设立马鞍山市博望区。将当涂县的博望镇、丹阳镇、新市镇划归博望区管辖，以博望镇、丹阳镇、新市镇的行政区域为博望区的行政区域。博望区人民政府驻博望镇工贸路1号。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销名山县，设立雅安市名山区，以原名山县的行政区域为名山区的行政区域。名山区人民政府驻蒙阳镇茶都大道481号。
中华人民共和国二〇一二年县级以上行政区划变更情况,将广州市番禺区的东涌镇、大岗镇、榄核镇划归广州市南沙区管辖。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销青岛市市北区、四方区，设立新的青岛市市北区，以原市北区、四方区的行政区域为新的市北区的行政区域。市北区人民政府驻敦化路街道延吉路80号。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销青岛市黄岛区、县级胶南市，设立新的青岛市黄岛区，以原青岛市黄岛区、县级胶南市的行政区域为新的黄岛区的行政区域。黄岛区人民政府驻隐珠街道深圳路181号。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销贵阳市花溪区、小河区，设立新的贵阳市花溪区，以原花溪区、小河区的行政区域为新的花溪区的行政区域。花溪区人民政府驻贵筑街道明珠大道192号。
中华人民共和国二〇一二年县级以上行政区划变更情况,设立贵阳市观山湖区，将贵阳市乌当区的金阳街道、金华镇、朱昌镇和清镇市的百花湖乡划归观山湖区管辖，以金阳街道、金华镇、朱昌镇、百花湖乡的行政区域为观山湖区的行政区域。观山湖区人民政府驻金阳街道北京西路8号。
中华人民共和国二〇一二年县级以上行政区划变更情况,九、西藏自治区设立双湖县
中华人民共和国二〇一二年县级以上行政区划变更情况,设立双湖县，将尼玛县的措折罗玛镇、协德乡、雅曲乡、嘎措乡、措折强玛乡、多玛乡、巴岭乡划归双湖县管辖，以措折罗玛镇、协德乡、雅曲乡、嘎措乡、措折强玛乡、多玛乡、巴岭乡的行政区域为双湖县的行政区域。双湖县人民政府驻多玛乡索嘎南路9号。双湖县由那曲地区管辖。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销清新县，设立清远市清新区，以原清新县的行政区域为清新区的行政区域。清新区人民政府驻太和镇府前路3号。
中华人民共和国二〇一二年县级以上行政区划变更情况,十一、新疆维吾尔自治区设立县级阿拉山口市
中华人民共和国二〇一二年县级以上行政区划变更情况,设立县级阿拉山口市，管辖艾比湖街道、阿拉套街道，市人民政府驻阿拉套街道天山西街8号。阿拉山口市由博尔塔拉蒙古自治州管辖。
中华人民共和国二〇一二年县级以上行政区划变更情况,十二、新疆维吾尔自治区设立县级铁门关市
中华人民共和国二〇一二年县级以上行政区划变更情况,设立县级铁门关市。铁门关市人民政府驻兴疆路1号。铁门关市由新疆维吾尔自治区直辖，管理方式按有关文件规定执行。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销揭东县，设立揭阳市揭东区，将揭阳市榕城区的磐东街道划归揭东区管辖，以原揭东县（不含地都镇、砲台镇、登岗镇）和榕城区磐东街道的行政区域为揭东区的行政区域。揭东区人民政府驻曲溪街道金溪大道南侧1号。
中华人民共和国二〇一二年县级以上行政区划变更情况,将原揭东县的地都镇、砲台镇、登岗镇划归榕城区管辖。
中华人民共和国二〇一二年县级以上行政区划变更情况,撤销县级姜堰市，设立泰州市姜堰区，以原县级姜堰市的行政区域为姜堰区的行政区域。姜堰区人民政府驻姜堰镇上海路1号。
